,Customer,Agent,SalesAgentEmailID,ContactEmailID,Stage,Product,Close_Value,Created Date,Close Date
2659,Codehow,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,Won,GTX Plus Basic,1178,2017-05-04 00:00:00,2017-12-14 00:00:00
2660,Donquadtech,Donn Cantrell,donn@piedpiper.com,malissa@donquadtech.com,Won,GTXPro,4329,2017-05-04 00:00:00,2017-06-25 00:00:00
2661,Plussunin,Violet Mclelland,violet@piedpiper.com,terry@plussunin.com,Won,GTX Plus Basic,1146,2017-05-04 00:00:00,2017-09-15 00:00:00
2662,The New York Inquirer,Daniell Hammack,daniell@piedpiper.com,hai@thenewyorkinquirer.com,Lost,MG Special,590,2017-05-04 00:00:00,2017-06-19 00:00:00
2663,Konmatfix,Marty Freudenburg,marty@piedpiper.com,ivana@konmatfix.com,Won,MG Advanced,3699,2017-05-04 00:00:00,2017-09-29 00:00:00
2664,Kan-code,Kary Hendrixson,kary@piedpiper.com,kenton@kan-code.com,Won,GTX Basic,,2017-05-04 00:00:00,2017-05-25 00:00:00
2665,Globex Corporation,Marty Freudenburg,marty@piedpiper.com,yolando@globexcorporation.com,Won,GTX Plus Pro,,2017-05-04 00:00:00,2017-10-27 00:00:00
2666,Iselectrics,Anna Snelling,anna@piedpiper.com,mirta@iselectrics.com,In Progress,GTX Basic,3284,2017-05-04 00:00:00,2017-12-16 00:00:00
2667,Kan-code,Daniell Hammack,daniell@piedpiper.com,kenton@kan-code.com,Won,GTXPro,5315,2017-05-04 00:00:00,2017-07-04 00:00:00
2668,Warephase,Elease Gluck,elease@piedpiper.com,elisa@warephase.com,In Progress,MG Special,487,2017-05-04 00:00:00,2017-08-01 00:00:00
2669,Y-corporation,Hayden Neloms,hayden@piedpiper.com,rosanne@y-corporation.com,Lost,MG Advanced,49,2017-05-04 00:00:00,2017-12-07 00:00:00
2670,dambase,Vicki Laflamme,vicki@piedpiper.com,darwin@dambase.com,In Progress,MG Special,1000,2017-05-04 00:00:00,2017-09-01 00:00:00
2671,Plusstrip,Kami Bicknell,kami@piedpiper.com,deanne@plusstrip.com,Won,GTX Plus Pro,4872,2017-05-04 00:00:00,2017-07-22 00:00:00
2672,Donware,Maureen Marcano,maureen@piedpiper.com,eleonore@donware.com,In Progress,MG Advanced,49,2017-05-04 00:00:00,2017-11-02 00:00:00
2673,The New York Inquirer,Violet Mclelland,violet@piedpiper.com,hai@thenewyorkinquirer.com,Lost,MG Special,903,2017-05-04 00:00:00,2017-09-30 00:00:00
2674,Cancity,Jonathan Berthelot,jonathan@piedpiper.com,faviola@cancity.com,Won,GTX Basic,479,2017-05-04 00:00:00,2017-12-05 00:00:00
2675,Cancity,Daniell Hammack,daniell@piedpiper.com,faviola@cancity.com,In Progress,GTX Plus Basic,300,2017-05-04 00:00:00,2018-07-12 00:00:00
2676,Donware,Violet Mclelland,violet@piedpiper.com,eleonore@donware.com,Lost,MG Special,500,2017-05-05 00:00:00,2018-11-30 00:00:00
2677,Inity,Gladys Colclough,gladys@piedpiper.com,palmira@inity.com,Won,MG Special,,2017-05-05 00:00:00,2017-12-08 00:00:00
2678,Hatfan,Kami Bicknell,kami@piedpiper.com,tyron@hatfan.com,In Progress,GTX Plus Basic,57,2017-05-05 00:00:00,2017-07-25 00:00:00
2679,Finjob,Cassey Cress,cassey@piedpiper.com,belinda@finjob.com,In Progress,GTX Basic,57,2017-05-05 00:00:00,2019-03-20 00:00:00
2680,Genco Pura Olive Oil Company,Cecily Lampkin,cecily@piedpiper.com,karole@gencopuraoliveoilcompany.com,Lost,GTX Basic,1180,2017-05-05 00:00:00,2017-09-15 00:00:00
2681,Inity,Gladys Colclough,gladys@piedpiper.com,palmira@inity.com,Won,GTXPro,4916,2017-05-05 00:00:00,2018-09-26 00:00:00
2682,Yearin,Donn Cantrell,donn@piedpiper.com,vella@yearin.com,Won,GTX Plus Basic,1136,2017-05-05 00:00:00,2017-06-15 00:00:00
2683,Sumace,Gladys Colclough,gladys@piedpiper.com,ursula@sumace.com,In Progress,MG Advanced,53,2017-05-05 00:00:00,2019-01-05 00:00:00
2684,Singletechno,Kary Hendrixson,kary@piedpiper.com,tambra@singletechno.com,Won,GTX Basic,545,2017-05-05 00:00:00,2019-08-06 00:00:00
2685,Acme Corporation,Reed Clapper,reed@piedpiper.com,cuc@acmecorporation.com,Won,GTX Plus Pro,5790,2017-05-05 00:00:00,2019-10-27 00:00:00
2686,Kan-code,Violet Mclelland,violet@piedpiper.com,kenton@kan-code.com,Won,MG Advanced,3248,2017-05-05 00:00:00,2019-04-07 00:00:00
2687,Inity,Jonathan Berthelot,jonathan@piedpiper.com,palmira@inity.com,Lost,GTX Plus Basic,1054,2017-05-05 00:00:00,2018-09-30 00:00:00
2688,Condax,Zane Levy,zane@piedpiper.com,golda@condax.com,Won,GTX Basic,,2017-05-05 00:00:00,2017-06-08 00:00:00
2689,Sumace,Rosie Papadopoulos,rosie@piedpiper.com,ursula@sumace.com,Won,GTXPro,5260,2017-05-06 00:00:00,2018-09-03 00:00:00
2690,Funholding,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,Won,GTX Basic,571,2017-05-06 00:00:00,2017-12-01 00:00:00
2691,Stanredtax,Cecily Lampkin,cecily@piedpiper.com,candice@stanredtax.com,Won,GTX Plus Basic,966,2017-05-06 00:00:00,2017-10-18 00:00:00
2692,The New York Inquirer,Daniell Hammack,daniell@piedpiper.com,hai@thenewyorkinquirer.com,Won,GTX Plus Basic,,2017-05-06 00:00:00,2018-08-31 00:00:00
2693,Green-Plus,Corliss Cosme,corliss@piedpiper.com,lavone@green-plus.com,In Progress,GTX Basic,,2017-05-06 00:00:00,2018-08-11 00:00:00
2694,Stanredtax,Darcel Schlecht,darcel@piedpiper.com,candice@stanredtax.com,Won,MG Advanced,3766,2017-05-06 00:00:00,2019-08-09 00:00:00
2695,Betatech,Anna Snelling,anna@piedpiper.com,genie@betatech.com,Lost,MG Special,537,2017-05-06 00:00:00,2017-12-20 00:00:00
2696,Ron-tech,Darcel Schlecht,darcel@piedpiper.com,kelly@ron-tech.com,Won,GTX Plus Basic,,2017-05-06 00:00:00,2019-05-03 00:00:00
2697,Zotware,Daniell Hammack,daniell@piedpiper.com,shella@zotware.com,In Progress,MG Advanced,493,2017-05-06 00:00:00,2017-10-30 00:00:00
2698,Condax,Cecily Lampkin,cecily@piedpiper.com,golda@condax.com,Won,MG Special,47,2017-05-06 00:00:00,2019-11-17 00:00:00
2699,Gogozoom,Darcel Schlecht,darcel@piedpiper.com,salina@gogozoom.com,Won,GTXPro,5401,2017-05-06 00:00:00,2018-05-14 00:00:00
2700,Gogozoom,Darcel Schlecht,darcel@piedpiper.com,salina@gogozoom.com,In Progress,GTXPro,1000,2017-05-06 00:00:00,2018-11-30 00:00:00
2701,Groovestreet,Zane Levy,zane@piedpiper.com,natisha@groovestreet.com,In Progress,GTX Basic,61,2017-05-06 00:00:00,2017-12-03 00:00:00
2702,Xx-zobam,Cassey Cress,cassey@piedpiper.com,vanessa@xx-zobam.com,Lost,GTX Plus Basic,1000,2017-05-06 00:00:00,2019-04-22 00:00:00
2703,Finjob,Anna Snelling,anna@piedpiper.com,belinda@finjob.com,In Progress,MG Special,601,2017-05-06 00:00:00,2019-10-15 00:00:00
2704,Inity,Moses Frase,moses@piedpiper.com,palmira@inity.com,Won,MG Special,,2017-05-06 00:00:00,2019-01-01 00:00:00
2705,Condax,Kary Hendrixson,kary@piedpiper.com,golda@condax.com,In Progress,MG Special,492,2017-05-06 00:00:00,2017-12-17 00:00:00
2706,Groovestreet,Anna Snelling,anna@piedpiper.com,natisha@groovestreet.com,In Progress,GTX Plus Pro,537,2017-05-06 00:00:00,2019-11-29 00:00:00
2707,Plusstrip,James Ascencio,james@piedpiper.com,deanne@plusstrip.com,Won,GTX Basic,529,2017-05-06 00:00:00,2017-09-14 00:00:00
2708,Sumace,Garret Kinder,garret@piedpiper.com,ursula@sumace.com,Won,GTX Basic,558,2017-05-06 00:00:00,2019-03-22 00:00:00
2709,Doncon,Elease Gluck,elease@piedpiper.com,jackie@doncon.com,Lost,MG Special,492,2017-05-06 00:00:00,2017-10-05 00:00:00
2710,Groovestreet,Maureen Marcano,maureen@piedpiper.com,natisha@groovestreet.com,Won,GTX Basic,662,2017-05-06 00:00:00,2017-07-21 00:00:00
2711,Inity,Gladys Colclough,gladys@piedpiper.com,palmira@inity.com,Won,MG Advanced,3581,2017-05-07 00:00:00,2019-07-06 00:00:00
2712,Bluth Company,Hayden Neloms,hayden@piedpiper.com,antionette@bluthcompany.com,In Progress,MG Advanced,561,2017-05-07 00:00:00,2019-01-22 00:00:00
2713,Domzoom,Jonathan Berthelot,jonathan@piedpiper.com,tanja@domzoom.com,Won,GTX Basic,586,2017-05-07 00:00:00,2019-03-16 00:00:00
2714,Bioholding,Marty Freudenburg,marty@piedpiper.com,bryan@bioholding.com,Lost,GTX Plus Basic,49,2017-05-07 00:00:00,2018-11-07 00:00:00
2715,Singletechno,Rosalina Dieter,rosalina@piedpiper.com,tambra@singletechno.com,Won,GTX Plus Basic,1032,2017-05-07 00:00:00,2017-07-13 00:00:00
2716,Konex,Vicki Laflamme,vicki@piedpiper.com,delila@konex.com,Won,GTX Basic,,2017-05-07 00:00:00,2017-06-03 00:00:00
2717,Inity,Jonathan Berthelot,jonathan@piedpiper.com,palmira@inity.com,Won,GTX Plus Basic,1051,2017-05-07 00:00:00,2019-06-30 00:00:00
2718,Green-Plus,James Ascencio,james@piedpiper.com,lavone@green-plus.com,Lost,GTXPro,4667,2017-05-07 00:00:00,2019-02-04 00:00:00
2719,Dalttechnology,Lajuana Vencill,lajuana@piedpiper.com,nelia@dalttechnology.com,In Progress,MG Special,2000,2017-05-07 00:00:00,2018-04-05 00:00:00
2720,Zotware,Wilburn Farren,wilburn@piedpiper.com,shella@zotware.com,Lost,GTX Plus Pro,,2017-05-07 00:00:00,2018-04-12 00:00:00
2721,Plexzap,Markita Hansen,markita@piedpiper.com,titus@plexzap.com,Won,MG Advanced,3663,2017-05-07 00:00:00,2018-09-30 00:00:00
2722,Bluth Company,Violet Mclelland,violet@piedpiper.com,antionette@bluthcompany.com,Won,MG Special,61,2017-05-07 00:00:00,2017-11-06 00:00:00
2723,Faxquote,Kary Hendrixson,kary@piedpiper.com,gaylord@faxquote.com,Lost,GTXPro,3180,2017-05-07 00:00:00,2018-12-02 00:00:00
2724,Codehow,Anna Snelling,anna@piedpiper.com,justine@codehow.com,Won,GTX Basic,537,2017-05-07 00:00:00,2018-06-13 00:00:00
2725,Xx-holding,Kary Hendrixson,kary@piedpiper.com,shemeka@xx-holding.com,Lost,GTXPro,61,2017-05-08 00:00:00,2017-07-21 00:00:00
2726,Statholdings,Darcel Schlecht,darcel@piedpiper.com,verna@statholdings.com,Lost,GTXPro,1054,2017-05-08 00:00:00,2019-04-06 00:00:00
2727,Betasoloin,Markita Hansen,markita@piedpiper.com,danilo@betasoloin.com,In Progress,GTX Plus Basic,560,2017-05-08 00:00:00,2019-04-04 00:00:00
2728,Scottech,Anna Snelling,anna@piedpiper.com,edison@scottech.com,Won,MG Special,57,2017-05-08 00:00:00,2018-05-20 00:00:00
2729,Acme Corporation,Donn Cantrell,donn@piedpiper.com,cuc@acmecorporation.com,Won,GTXPro,4605,2017-05-08 00:00:00,2019-01-31 00:00:00
2730,Vehement Capital Partners,Reed Clapper,reed@piedpiper.com,lavonia@vehementcapitalpartners.com,Won,GTXPro,4980,2017-05-08 00:00:00,2019-09-01 00:00:00
2731,Codehow,Jonathan Berthelot,jonathan@piedpiper.com,justine@codehow.com,Won,GTXPro,5625,2017-05-08 00:00:00,2019-03-10 00:00:00
2732,Scotfind,Kami Bicknell,kami@piedpiper.com,gordon@scotfind.com,Won,GTX Basic,558,2017-05-08 00:00:00,2017-06-15 00:00:00
2733,Green-Plus,Kary Hendrixson,kary@piedpiper.com,lavone@green-plus.com,Lost,GTX Plus Basic,4514,2017-05-08 00:00:00,2019-02-06 00:00:00
2734,Massive Dynamic,Darcel Schlecht,darcel@piedpiper.com,gertrude@massivedynamic.com,In Progress,GTX Plus Basic,4667,2017-05-08 00:00:00,2019-12-22 00:00:00
2735,Kan-code,Violet Mclelland,violet@piedpiper.com,kenton@kan-code.com,Won,MG Special,,2017-05-08 00:00:00,2018-01-08 00:00:00
2736,Bluth Company,Cassey Cress,cassey@piedpiper.com,antionette@bluthcompany.com,In Progress,GTX Plus Basic,537,2017-05-08 00:00:00,2018-09-27 00:00:00
2737,Scottech,Darcel Schlecht,darcel@piedpiper.com,edison@scottech.com,Won,GTX Plus Basic,1013,2017-05-08 00:00:00,2018-11-14 00:00:00
2738,Opentech,Kami Bicknell,kami@piedpiper.com,paola@opentech.com,In Progress,GTXPro,589,2017-05-08 00:00:00,2019-01-29 00:00:00
2739,Iselectrics,Cassey Cress,cassey@piedpiper.com,mirta@iselectrics.com,Lost,MG Advanced,53,2017-05-08 00:00:00,2018-07-20 00:00:00
2740,Treequote,Vicki Laflamme,vicki@piedpiper.com,benny@treequote.com,In Progress,GTX Plus Pro,2000,2017-05-08 00:00:00,2019-11-05 00:00:00
2741,Statholdings,Daniell Hammack,daniell@piedpiper.com,verna@statholdings.com,In Progress,GTX Plus Basic,1037,2017-05-08 00:00:00,2019-09-23 00:00:00
2742,Globex Corporation,Lajuana Vencill,lajuana@piedpiper.com,yolando@globexcorporation.com,Lost,GTX Basic,601,2017-05-08 00:00:00,2019-02-08 00:00:00
2743,Domzoom,Niesha Huffines,niesha@piedpiper.com,tanja@domzoom.com,Lost,MG Special,1180,2017-05-08 00:00:00,2019-06-09 00:00:00
2744,Dalttechnology,Cassey Cress,cassey@piedpiper.com,nelia@dalttechnology.com,In Progress,GTX Basic,1540,2017-05-09 00:00:00,2017-08-21 00:00:00
2745,Dontechi,Darcel Schlecht,darcel@piedpiper.com,kristle@dontechi.com,Lost,GTXPro,2000,2017-05-09 00:00:00,2019-11-11 00:00:00
2746,Globex Corporation,Versie Hillebrand,versie@piedpiper.com,yolando@globexcorporation.com,Won,MG Special,,2017-05-09 00:00:00,2018-05-13 00:00:00
2747,Umbrella Corporation,Cassey Cress,cassey@piedpiper.com,orpha@umbrellacorporation.com,Won,MG Advanced,,2017-05-09 00:00:00,2019-08-25 00:00:00
2748,Silis,Garret Kinder,garret@piedpiper.com,zulema@silis.com,Lost,GTX Basic,53,2017-05-09 00:00:00,2019-02-02 00:00:00
2749,Isdom,Marty Freudenburg,marty@piedpiper.com,corrinne@isdom.com,Lost,GTX Basic,4667,2017-05-09 00:00:00,2018-09-07 00:00:00
2750,Newex,Markita Hansen,markita@piedpiper.com,pedro@newex.com,In Progress,GTXPro,2000,2017-05-09 00:00:00,2018-09-14 00:00:00
2751,Donquadtech,Corliss Cosme,corliss@piedpiper.com,malissa@donquadtech.com,Won,GTXPro,5324,2017-05-09 00:00:00,2019-10-03 00:00:00
2752,Zoomit,James Ascencio,james@piedpiper.com,laveta@zoomit.com,In Progress,GTX Plus Basic,1232,2017-05-09 00:00:00,2018-12-27 00:00:00
2753,Blackzim,Markita Hansen,markita@piedpiper.com,riley@blackzim.com,Won,MG Special,59,2017-05-09 00:00:00,2018-04-13 00:00:00
2754,Bluth Company,Maureen Marcano,maureen@piedpiper.com,antionette@bluthcompany.com,In Progress,GTXPro,61,2017-05-09 00:00:00,2018-07-21 00:00:00
2755,Xx-holding,Gladys Colclough,gladys@piedpiper.com,shemeka@xx-holding.com,In Progress,MG Advanced,1014,2017-05-09 00:00:00,2018-09-04 00:00:00
2756,Finhigh,Moses Frase,moses@piedpiper.com,mellie@finhigh.com,In Progress,MG Special,,2017-05-09 00:00:00,2018-10-10 00:00:00
2757,Kan-code,Donn Cantrell,donn@piedpiper.com,kenton@kan-code.com,Lost,GTXPro,,2017-05-09 00:00:00,2019-08-22 00:00:00
2758,Finhigh,Kary Hendrixson,kary@piedpiper.com,mellie@finhigh.com,In Progress,GTX Basic,1014,2017-05-09 00:00:00,2018-11-28 00:00:00
2759,Rangreen,Moses Frase,moses@piedpiper.com,darrel@rangreen.com,Won,GTX Basic,577,2017-05-09 00:00:00,2017-05-09 00:00:00
2760,Codehow,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,Won,GTXPro,4733,2017-05-09 00:00:00,2018-09-01 00:00:00
2761,Bioholding,Boris Faz,boris@piedpiper.com,bryan@bioholding.com,In Progress,GTX Basic,493,2017-05-09 00:00:00,2018-05-30 00:00:00
2762,Konmatfix,Corliss Cosme,corliss@piedpiper.com,ivana@konmatfix.com,In Progress,MG Special,1037,2017-05-10 00:00:00,2019-01-25 00:00:00
2763,Donware,Markita Hansen,markita@piedpiper.com,eleonore@donware.com,In Progress,GTX Basic,560,2017-05-10 00:00:00,2017-06-17 00:00:00
2764,Rantouch,Hayden Neloms,hayden@piedpiper.com,maren@rantouch.com,In Progress,GTX Plus Basic,,2017-05-10 00:00:00,2019-08-08 00:00:00
2765,Singletechno,Rosalina Dieter,rosalina@piedpiper.com,tambra@singletechno.com,Won,MG Advanced,3959,2017-05-10 00:00:00,2019-04-22 00:00:00
2766,Konex,Kami Bicknell,kami@piedpiper.com,delila@konex.com,In Progress,GTX Plus Basic,5169,2017-05-10 00:00:00,2018-10-14 00:00:00
2767,Rantouch,Maureen Marcano,maureen@piedpiper.com,maren@rantouch.com,Won,GTX Plus Basic,1181,2017-05-10 00:00:00,2019-03-14 00:00:00
2768,Treequote,Cecily Lampkin,cecily@piedpiper.com,benny@treequote.com,Lost,GTX Plus Pro,492,2017-05-10 00:00:00,2018-01-18 00:00:00
2769,Isdom,Cecily Lampkin,cecily@piedpiper.com,corrinne@isdom.com,Won,MG Advanced,3409,2017-05-10 00:00:00,2018-06-10 00:00:00
2770,Bubba Gump,Cassey Cress,cassey@piedpiper.com,margarito@bubbagump.com,Lost,MG Advanced,1540,2017-05-10 00:00:00,2018-11-08 00:00:00
2771,Globex Corporation,Cecily Lampkin,cecily@piedpiper.com,yolando@globexcorporation.com,Won,GTX Plus Pro,4391,2017-05-10 00:00:00,2018-12-07 00:00:00
2772,Codehow,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,Lost,GTXPro,61,2017-05-10 00:00:00,2017-10-28 00:00:00
2773,Zumgoity,Darcel Schlecht,darcel@piedpiper.com,israel@zumgoity.com,Won,GTXPro,4861,2017-05-10 00:00:00,2018-06-07 00:00:00
2774,Conecom,Gladys Colclough,gladys@piedpiper.com,ivory@conecom.com,Won,MG Special,63,2017-05-10 00:00:00,2019-01-12 00:00:00
2775,Green-Plus,Elease Gluck,elease@piedpiper.com,lavone@green-plus.com,Lost,GTX Basic,903,2017-05-10 00:00:00,2018-10-10 00:00:00
2776,Labdrill,Kary Hendrixson,kary@piedpiper.com,halley@labdrill.com,Won,GTX Plus Pro,5158,2017-05-10 00:00:00,2019-08-17 00:00:00
2777,Cancity,Anna Snelling,anna@piedpiper.com,faviola@cancity.com,Won,MG Special,59,2017-05-10 00:00:00,2019-03-15 00:00:00
2778,Sumace,Corliss Cosme,corliss@piedpiper.com,ursula@sumace.com,Won,MG Special,56,2017-05-11 00:00:00,2018-10-15 00:00:00
2779,Y-corporation,Zane Levy,zane@piedpiper.com,rosanne@y-corporation.com,Won,GTX Plus Pro,4846,2017-05-11 00:00:00,2017-10-24 00:00:00
2780,Funholding,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,Won,GTXPro,5678,2017-05-11 00:00:00,2018-08-04 00:00:00
2781,Inity,Darcel Schlecht,darcel@piedpiper.com,palmira@inity.com,Lost,GTXPro,1000,2017-05-11 00:00:00,2018-07-09 00:00:00
2782,Finjob,Zane Levy,zane@piedpiper.com,belinda@finjob.com,Lost,GTX Basic,5169,2017-05-11 00:00:00,2017-06-12 00:00:00
2783,Ron-tech,Gladys Colclough,gladys@piedpiper.com,kelly@ron-tech.com,Lost,GTX Plus Basic,492,2017-05-11 00:00:00,2019-06-11 00:00:00
2784,Plexzap,Markita Hansen,markita@piedpiper.com,titus@plexzap.com,Lost,GTX Basic,589,2017-05-11 00:00:00,2018-04-22 00:00:00
2785,Zoomit,Maureen Marcano,maureen@piedpiper.com,laveta@zoomit.com,Won,GTX Plus Basic,,2017-05-11 00:00:00,2017-12-14 00:00:00
2786,Treequote,Cecily Lampkin,cecily@piedpiper.com,benny@treequote.com,In Progress,MG Advanced,,2017-05-11 00:00:00,2018-04-18 00:00:00
2787,Massive Dynamic,Cassey Cress,cassey@piedpiper.com,gertrude@massivedynamic.com,Won,GTX Plus Basic,1311,2017-05-11 00:00:00,2017-07-29 00:00:00
2788,Ron-tech,Marty Freudenburg,marty@piedpiper.com,kelly@ron-tech.com,Won,GTX Plus Basic,1044,2017-05-11 00:00:00,2017-07-08 00:00:00
2789,Inity,Versie Hillebrand,versie@piedpiper.com,palmira@inity.com,Won,MG Special,,2017-05-11 00:00:00,2018-09-21 00:00:00
2790,Donware,Violet Mclelland,violet@piedpiper.com,eleonore@donware.com,Won,MG Special,55,2017-05-11 00:00:00,2018-05-10 00:00:00
2791,Isdom,Versie Hillebrand,versie@piedpiper.com,corrinne@isdom.com,Won,MG Special,61,2017-05-11 00:00:00,2019-01-22 00:00:00
2792,Xx-zobam,Cassey Cress,cassey@piedpiper.com,vanessa@xx-zobam.com,Won,MG Advanced,3371,2017-05-11 00:00:00,2018-12-30 00:00:00
2793,Labdrill,Vicki Laflamme,vicki@piedpiper.com,halley@labdrill.com,Won,MG Special,54,2017-05-11 00:00:00,2017-07-03 00:00:00
2794,Ron-tech,Gladys Colclough,gladys@piedpiper.com,kelly@ron-tech.com,Lost,MG Advanced,3284,2017-05-11 00:00:00,2018-07-12 00:00:00
2795,Groovestreet,Kary Hendrixson,kary@piedpiper.com,natisha@groovestreet.com,Lost,GTX Basic,1540,2017-05-11 00:00:00,2017-12-07 00:00:00
2796,Sonron,Vicki Laflamme,vicki@piedpiper.com,ashlie@sonron.com,In Progress,MG Special,1232,2017-05-11 00:00:00,2017-08-30 00:00:00
2797,Umbrella Corporation,Wilburn Farren,wilburn@piedpiper.com,orpha@umbrellacorporation.com,Won,GTXPro,4315,2017-05-11 00:00:00,2019-04-06 00:00:00
2798,Rangreen,Anna Snelling,anna@piedpiper.com,darrel@rangreen.com,Won,GTX Basic,544,2017-05-12 00:00:00,2017-08-15 00:00:00
2799,Stanredtax,Versie Hillebrand,versie@piedpiper.com,candice@stanredtax.com,Won,MG Special,43,2017-05-12 00:00:00,2018-04-22 00:00:00
2800,Massive Dynamic,Donn Cantrell,donn@piedpiper.com,gertrude@massivedynamic.com,Lost,GTX Plus Pro,588,2017-05-12 00:00:00,2019-01-07 00:00:00
2801,Dontechi,Cecily Lampkin,cecily@piedpiper.com,kristle@dontechi.com,Lost,MG Special,,2017-05-12 00:00:00,2018-11-18 00:00:00
2802,Lexiqvolax,Versie Hillebrand,versie@piedpiper.com,darryl@lexiqvolax.com,In Progress,GTX Basic,1037,2017-05-12 00:00:00,2019-12-11 00:00:00
2803,Zencorporation,Anna Snelling,anna@piedpiper.com,rosalyn@zencorporation.com,In Progress,MG Special,,2017-05-12 00:00:00,2018-10-28 00:00:00
2804,Donquadtech,Daniell Hammack,daniell@piedpiper.com,malissa@donquadtech.com,Lost,MG Advanced,1180,2017-05-12 00:00:00,2018-11-12 00:00:00
2805,Scotfind,Kami Bicknell,kami@piedpiper.com,gordon@scotfind.com,Won,MG Advanced,4032,2017-05-12 00:00:00,2019-06-14 00:00:00
2806,Isdom,Vicki Laflamme,vicki@piedpiper.com,corrinne@isdom.com,In Progress,MG Special,1026,2017-05-12 00:00:00,2019-11-30 00:00:00
2807,Inity,Jonathan Berthelot,jonathan@piedpiper.com,palmira@inity.com,Won,GTX Basic,556,2017-05-12 00:00:00,2019-08-05 00:00:00
2808,Xx-holding,Vicki Laflamme,vicki@piedpiper.com,shemeka@xx-holding.com,Lost,GTX Plus Pro,492,2017-05-12 00:00:00,2019-05-12 00:00:00
2809,Kan-code,Garret Kinder,garret@piedpiper.com,kenton@kan-code.com,Won,GTXPro,5360,2017-05-12 00:00:00,2019-11-27 00:00:00
2810,Plexzap,Kary Hendrixson,kary@piedpiper.com,titus@plexzap.com,Won,GTX Plus Basic,,2017-05-12 00:00:00,2017-12-30 00:00:00
2811,dambase,Darcel Schlecht,darcel@piedpiper.com,darwin@dambase.com,Won,GTXPro,5600,2017-05-12 00:00:00,2018-07-17 00:00:00
2812,Sonron,Kary Hendrixson,kary@piedpiper.com,ashlie@sonron.com,Won,GTX Basic,484,2017-05-12 00:00:00,2017-07-25 00:00:00
2813,Funholding,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,Won,GTX Plus Pro,,2017-05-13 00:00:00,2019-12-22 00:00:00
2814,Plexzap,Vicki Laflamme,vicki@piedpiper.com,titus@plexzap.com,Won,GTX Basic,532,2017-05-13 00:00:00,2018-09-30 00:00:00
2815,Cancity,Darcel Schlecht,darcel@piedpiper.com,faviola@cancity.com,Won,GTXPro,5068,2017-05-13 00:00:00,2018-06-22 00:00:00
2816,Genco Pura Olive Oil Company,Darcel Schlecht,darcel@piedpiper.com,karole@gencopuraoliveoilcompany.com,Won,GTX Basic,516,2017-05-13 00:00:00,2019-11-20 00:00:00
2817,Plexzap,Zane Levy,zane@piedpiper.com,titus@plexzap.com,Won,GTX Plus Pro,,2017-05-13 00:00:00,2019-09-12 00:00:00
2818,Funholding,Jonathan Berthelot,jonathan@piedpiper.com,ying@funholding.com,Won,GTXPro,4180,2017-05-13 00:00:00,2017-08-19 00:00:00
2819,Finjob,Zane Levy,zane@piedpiper.com,belinda@finjob.com,Won,MG Advanced,3184,2017-05-13 00:00:00,2019-12-25 00:00:00
2820,Groovestreet,Elease Gluck,elease@piedpiper.com,natisha@groovestreet.com,Lost,GTXPro,500,2017-05-13 00:00:00,2017-08-20 00:00:00
2821,Sonron,Kary Hendrixson,kary@piedpiper.com,ashlie@sonron.com,Lost,GTX Basic,57,2017-05-13 00:00:00,2018-11-03 00:00:00
2822,Stanredtax,Versie Hillebrand,versie@piedpiper.com,candice@stanredtax.com,Lost,MG Advanced,,2017-05-13 00:00:00,2018-04-20 00:00:00
